player_url,year,pred_full,target
/cfb/players/bob-gagliano-1.html,1980,0.013515291280573693,0.633650097465887
/cfb/players/phillip-reynolds-1.html,1980,0.0107431184282211,0.0
/cfb/players/david-mashburn-1.html,1980,0.010793461943647295,0.0
/cfb/players/john-wangler-1.html,1980,0.2119008260518308,0.0
/cfb/players/jeff-morrow-1.html,1980,0.006957566864148424,0.0
/cfb/players/larry-gentry-1.html,1980,0.02311572704516801,0.0
/cfb/players/nickie-hall-1.html,1980,0.06448769687018995,0.0
/cfb/players/ricky-hardin-1.html,1980,0.03646787098238931,0.0
/cfb/players/butch-kelly-1.html,1980,0.005501150102501444,0.0
/cfb/players/reggie-ogburn-1.html,1980,0.07130391337867881,0.0
/cfb/players/mark-oconnell-1.html,1980,0.006572172889540486,0.0
/cfb/players/mark-herrmann-1.html,1980,0.5202814290699006,0.6042199683235867
/cfb/players/ed-mcmichael-1.html,1980,0.0532150250361867,0.0
/cfb/players/phil-bradley-1.html,1980,0.3095931077005932,0.0
/cfb/players/jay-venuto-1.html,1980,0.1664063675420188,0.0
/cfb/players/larry-carbone-1.html,1980,0.014107771846962722,0.0
/cfb/players/samoa-samoa-1.html,1980,0.05198618913783155,0.0
/cfb/players/dan-fritz-1.html,1980,0.010133053205948657,0.0
/cfb/players/rick-casko-1.html,1980,0.016967192724336704,0.0
/cfb/players/steve-smith-12.html,1980,0.03029631174113638,0.0
/cfb/players/mark-halda-1.html,1980,0.011080211262108435,0.0
/cfb/players/mike-ford-2.html,1980,0.14249532812143523,0.0
/cfb/players/tom-flick-1.html,1980,0.1803990089520969,0.27723714668615984
/cfb/players/randy-hertel-1.html,1980,0.17661530918679438,0.0
/cfb/players/gordon-adams-1.html,1980,0.08864816656835015,0.0
/cfb/players/dave-wilson-3.html,1980,0.12211579836677153,0.6669826693469786
/cfb/players/steve-brown-3.html,1980,0.027795393069366597,0.0
/cfb/players/rick-trocano-1.html,1980,0.11832565828459475,0.0
/cfb/players/scott-richardson-1.html,1980,0.023845918577425285,0.0
/cfb/players/mark-lockenmeyer-1.html,1980,0.010533097071031172,0.0
/cfb/players/kevin-starkey-1.html,1980,0.022982767641606377,0.0
/cfb/players/pat-obrien-1.html,1980,0.01800845144417783,0.0
/cfb/players/steve-fairchild-1.html,1980,0.02996305809367936,0.0
/cfb/players/joe-stevenson-1.html,1980,0.015144330117178386,0.0
/cfb/players/chuck-hauck-1.html,1980,0.005992314134825034,0.0
/cfb/players/tim-clifford-1.html,1980,0.09711520860086864,0.0
/cfb/players/jeff-kemp-1.html,1980,0.006140534491938671,0.7056834795321637
/cfb/players/jeff-davis-3.html,1980,0.009413741244992599,0.0
/cfb/players/brad-wright-1.html,1980,0.01192924109475214,0.0
/cfb/players/larry-ochab-1.html,1980,0.02908474813983861,0.0
/cfb/players/bob-conroy-1.html,1980,0.004837202625741465,0.0
/cfb/players/rich-campbell-1.html,1980,0.19366747600583673,0.36422925804093564
/cfb/players/john-rogan-1.html,1981,0.010697219025018556,0.0
/cfb/players/john-witkowski-1.html,1981,0.0107368513391188,0.27723714668615984
/cfb/players/ray-campbell-1.html,1981,0.006490071346465419,0.0
/cfb/players/bob-lane-3.html,1981,0.011609862806989597,0.0
/cfb/players/todd-kirtley-1.html,1981,0.04304899047178468,0.0
/cfb/players/hank-landers-1.html,1981,0.012616987662348898,0.0
