bbref_id,nba_id
/players/h/hammoto01.html,67
/players/o/owensto01.html,77786
/players/k/kingto01.html,77276
/players/c/callato01.html,76333
/players/l/lagarto01.html,77328
/players/g/guglito01.html,339
/players/b/boerwto01.html,76192
/players/t/tolbeto01.html,78347
/players/r/rikerto01.html,77960
/players/w/workmto01.html,78617
/players/t/thackto01.html,78309
/players/b/brennto01.html,76246
/players/s/stithto01.html,78260
/players/b/barketo01.html,76099
/players/k/kronto01.html,77313
/players/s/slubyto01.html,78174
/players/c/copato01.html,76446
/players/h/hovasto01.html,77064
/players/m/mcmilto01.html,77553
/players/s/schefto01.html,78080
/players/h/heinsto01.html,76988
/players/i/ingelto01.html,77094
/players/h/hooveto01.html,77051
/players/c/chambto01.html,1472
/players/p/payneto01.html,77823
/players/k/kozelto01.html,77305
/players/g/greenge01.html,101123
/players/b/brownge02.html,1871
/players/w/wallage01.html,2222
/players/p/paddige01.html,77789
/players/w/wilkige01.html,786
/players/f/fitchge01.html,2809
/players/g/glassge01.html,76821
/players/m/madkige01.html,1666
/players/w/willike01.html,78556
/players/g/gamblke01.html,333
/players/g/garneke01.html,708
/players/m/martike02.html,2755
/players/d/duckwke01.html,404
/players/w/willike02.html,788
/players/b/burleke01.html,101207
/players/b/brookke01.html,76265
/players/o/ollieke01.html,1563
/players/d/duranke01.html,201142
/players/j/joneske01.html,203158
/players/l/loderke01.html,77401
/players/m/mchalke01.html,1450
/players/e/edwarke01.html,236
/players/k/kunneke01.html,77323
/players/s/serapke01.html,202338
/players/t/thompke01.html,78329
/players/g/greveke01.html,76887
/players/h/herveke01.html,1628987
/players/s/stacoke01.html,78237
/players/r/restake01.html,77944
/players/l/loveke01.html,201567
/players/l/lynchke01.html,77426
/players/o/osheake01.html,77773
/players/m/murphke01.html,203122
/players/s/salvake01.html,1089
/players/m/mckenke01.html,77541
/players/k/knoxke01.html,1628995
/players/h/huertke01.html,1628989
/players/p/pritcke01.html,340
/players/l/loughke01.html,77411
/players/p/porteke01.html,77876
/players/b/bozemce01.html,200841
/players/h/huntece01.html,77083
/players/c/cebalce01.html,76
/players/m/maxwece01.html,77487
/players/j/jacksce01.html,202132
/players/l/lewisce01.html,736
/players/s/simmoce01.html,200759
/players/b/ballce01.html,76090
/players/s/smithjr01.html,2747
/players/r/reidjr01.html,462
/players/b/bremejr01.html,2452
/players/g/giddejr01.html,201592
/players/r/robinje01.html,1629010
/players/w/willije01.html,966
/players/a/anderje01.html,76040
/players/b/beaslje01.html,2602
/players/j/jordaje01.html,202366
/players/j/jamesje01.html,1744
/players/a/allenje01.html,706
/players/d/dysonje01.html,202406
/players/m/moisoje01.html,2040
/players/w/whiteje01.html,78516
/players/l/laneje01.html,77335
/players/h/harmoje01.html,76952
/players/k/kerseje01.html,760
/players/w/willial03.html,1626210
/players/a/anderal01.html,101187
/players/o/oggal01.html,1628
/players/s/sawyeal01.html,78067
/players/h/hardyal01.html,76947
/players/g/grantbu01.html,76850
/players/k/koperbu01.html,77299
/players/m/mckintr01.html,203590
/players/l/lylestr01.html,1626168
/players/t/thomptr02.html,202717
/players/g/gildetr01.html,201821
/players/b/burketr01.html,203504
/players/e/ellisbo01.html,76658
/players/v/volkoal01.html,78421
/players/r/rosenpe01.html,78017
/players/b/bairsca01.html,203946
/players/p/payneca01.html,1626166
/players/r/reynoca01.html,1629244
/players/r/robinch01.html,997
/players/s/smithch05.html,203147
/players/s/smithch03.html,1814
/players/w/wrighch01.html,202874
/players/w/wrighch02.html,203203
/players/m/mcculch01.html,1626191
/players/f/fordch01.html,76733
/players/t/taftch01.html,101147
/players/p/paulch01.html,101108
/players/m/munkch01.html,77664
/players/p/portech01.html,2084
/players/a/anstech01.html,1512
/players/s/silvach01.html,1629735
/players/g/garnech01.html,1612
/players/k/kingch01.html,12
/players/b/babbch01.html,203569
/players/r/richach01.html,201181
/players/a/anderch01.html,2365
/players/q/quinnch01.html,200809
/players/w/webbech01.html,185
/players/d/douglch01.html,201604
/players/m/millsch01.html,168
/players/d/dudlech02.html,201
/players/o/owensch01.html,2442
/players/h/herrech01.html,1914
/players/m/mccrach01.html,200840
/players/c/crawfch01.html,1544
/players/j/jentch01.html,1137
/players/m/mcneach01.html,77560
/players/h/harrich01.html,76958
/players/w/welpch01.html,1846
/players/w/wilcoch01.html,2404
/players/c/clemoch01.html,1629598
/players/e/englech01.html,76670
/players/d/duhonch01.html,2768
/players/m/mullich01.html,904
/players/c/carrch01.html,713
/players/b/boshch01.html,2547
/players/j/jeffech01.html,2423
/players/c/childch01.html,164
/players/s/singlch01.html,202698
/players/m/morrich01.html,356
/players/b/bouchch01.html,1628449
/players/k/kamanch01.html,2549
/players/c/corchch01.html,76450
/players/w/washbch01.html,78463
/players/m/mihmch01.html,2036
/players/h/huntech01.html,201805
/players/c/copelch01.html,203142
/players/c/chiozch01.html,1629185
/players/w/whitnch01.html,43
/players/g/gatlich01.html,423
/players/j/jonesni01.html,77195
/players/y/youngni01.html,201156
/players/a/anderni01.html,98
/players/m/mantini01.html,77457
/players/v/vanosni01.html,78407
/players/f/fazekni01.html,201174
/players/v/vanexni01.html,89
/players/c/collini01.html,2555
/players/r/richani01.html,1630208
/players/s/shabani01.html,78118
/players/w/weathni01.html,78475
/players/c/calatni01.html,201979
/players/w/willire01.html,199
/players/w/willire02.html,202130
/players/s/smithre01.html,78201
/players/m/millere01.html,397
/players/l/lewisre01.html,77384
/players/j/jacksre01.html,202704
/players/p/perryre01.html,1629617
/players/h/hardire01.html,76945
/players/c/cartere01.html,76360
/players/j/jordare01.html,674
/players/t/theusre01.html,78310
/players/s/slatere01.html,1073
/players/b/bullore01.html,203493
/players/h/hansore01.html,1682
/players/e/evansre01.html,2501
/players/h/hearnre01.html,203687
/players/k/kingre01.html,77273
/players/g/gearyre01.html,1002
/players/r/robinla01.html,1683
/players/s/smithla01.html,78195
/players/d/drewla01.html,76599
/players/d/drewla02.html,203580
/players/w/wrighla01.html,78623
/players/j/jonesla01.html,77200
/players/m/mikanla01.html,77591
/players/m/mcneila01.html,77561
/players/d/demicla01.html,76553
/players/s/siegfla01.html,78147
/players/n/nancela02.html,1626204
/players/m/moffela01.html,77621
/players/m/michela01.html,77588
/players/h/hughela01.html,1716
/players/f/foustla01.html,76744
/players/s/sprigla01.html,78233
/players/k/krystla01.html,1474
/players/s/stavela01.html,78244
/players/f/foglela01.html,76728
/players/s/sykesla01.html,1132
/players/c/comlela01.html,76427
/players/s/steella01.html,78245
/players/f/frienla01.html,76758
/players/h/hennela01.html,76998
/players/k/kenonla01.html,77246
/players/s/stewala01.html,1125
/players/c/costela01.html,76454
/players/o/owensla01.html,202082
/players/n/nancela01.html,77685
/players/b/birdla01.html,1449
/players/c/cannola01.html,76339
/players/s/sandela01.html,202336
/players/b/brownge01.html,76273
/players/y/yardlge01.html,78628
/players/m/mcleoge01.html,77549
/players/b/blanege01.html,76182
/players/c/cartege01.html,76357
/players/k/kaftage01.html,77218
/players/p/pastuge01.html,77807
/players/g/glamage01.html,76820
/players/m/mcginge01.html,77532
/players/g/gervige01.html,76804
/players/s/senesge01.html,78115
/players/p/pearcge01.html,77825
/players/w/wilsoge01.html,78579
/players/g/grimswo01.html,76893
/players/b/bonsage01.html,76203
/players/r/reynoge01.html,77945
/players/t/thompge01.html,78327
/players/f/feigege01.html,76702
/players/d/dempsge01.html,76555
/players/s/sobekch01.html,78214
/players/t/trappge01.html,78366
/players/k/karlge01.html,77223
/players/p/pattege01.html,77811
/players/m/mccloge01.html,45
/players/r/ratkoge01.html,77913
/players/l/leege01.html,77359
/players/z/zidekge01.html,678
/players/l/lehmage01.html,77369
/players/k/kingge01.html,77268
/players/l/lynchge01.html,248
/players/h/hillge01.html,201588
/players/m/mearnge01.html,77568
/players/k/kingge03.html,1628994
/players/m/munroge01.html,77665
/players/m/mikange01.html,600012
/players/n/nostrge01.html,77734
/players/w/willibu01.html,433
/players/w/walkean01.html,78433
/players/r/rautian01.html,202360
/players/o/odonnan01.html,77746
/players/p/phillan01.html,77853
/players/p/pankoan01.html,1950
/players/d/duncaan01.html,76615
/players/t/toolsan01.html,342
/players/t/tonkoan01.html,78353
/players/k/kostean01.html,77303
/players/s/smithed01.html,78187
/players/d/davised01.html,202334
/players/c/conlied01.html,76429
/players/m/mannied01.html,77454
/players/f/flemied01.html,76723
/players/h/hortoed01.html,77060
/players/k/kasided01.html,77225
/players/g/grayed01.html,1516
/players/e/earleed01.html,76630
/players/b/beached01.html,76129
/players/b/burtoed01.html,76314
/players/p/petered01.html,77841
/players/p/pincked01.html,291
/players/n/nealyed01.html,77697
/players/s/stanced01.html,78240
/players/l/lawreed01.html,77348
/players/s/searced01.html,78105
/players/k/kalafed01.html,77219
/players/o/obanned01.html,709
/players/m/macaued01.html,77429
/players/g/gaydaed01.html,76797
/players/b/barteed01.html,76117
/players/l/leedeed01.html,77366
/players/m/mikaned01.html,77590
/players/b/biedeed01.html,76163
/players/r/rainsed01.html,77904
/players/m/melvied01.html,77577
/players/s/sadowed01.html,78050
/players/d/dahleed01.html,76496
/players/r/ratleed01.html,77914
/players/s/stokeed01.html,1055
/players/m/mackol01.html,77432
/players/j/jonesri01.html,77192
/players/k/kingri01.html,1101
/players/y/yonakri01.html,78632
/players/r/rinalri01.html,77965
/players/n/niemari01.html,77716
/players/l/laureri01.html,77344
/players/k/kelleri01.html,77235
/players/b/boydke01.html,76223
/players/n/normake01.html,80
/players/c/charlke01.html,76383
/players/c/corleke01.html,76451
/players/d/durreke01.html,76622
/players/a/austike01.html,76074
/players/m/murrake01.html,77675
/players/m/mayfike01.html,77494
/players/k/kelleke01.html,77234
/players/r/rohloke01.html,78011
/players/w/wilbuke01.html,78524
/players/m/menkeke01.html,77581
/players/b/bannike01.html,76094
/players/m/mcbrike01.html,77499
/players/s/searske01.html,78106
/players/g/greenke01.html,76868
/players/r/roberst01.html,914
/players/j/jacksst01.html,77109
/players/b/brundst01.html,76288
/players/g/greenst01.html,76878
/players/j/jonesst01.html,77197
/players/h/hensost01.html,1667
/players/h/hamilst01.html,76929
/players/h/hawesst01.html,76971
/players/k/kuberst01.html,77316
/players/c/coltest01.html,306
/players/c/courtst01.html,76459
/players/s/stipast01.html,78257
/players/s/schefst01.html,88
/players/d/downist01.html,76594
/players/b/bracest01.html,76226
/players/a/alforst01.html,76024
/players/h/hamerst01.html,984
/players/s/sheppst01.html,78135
/players/b/blakest01.html,2581
/players/g/goodrst01.html,1864
/players/b/burttst01.html,76316
/players/m/malovst01.html,77450
/players/l/lingest01.html,77389
/players/h/harrist01.html,76960
/players/f/francst01.html,1883
/players/b/bucknst01.html,76294
/players/m/mixst01.html,77618
/players/n/novakst01.html,200779
/players/p/pattest01.html,77812
/players/k/kerrst01.html,70
/players/n/nashst01.html,959
/players/h/hayesst01.html,76980
/players/b/brownha01.html,76275
/players/m/minerha01.html,114
/players/e/ellisha01.html,1677
/players/j/jamisha01.html,1942
/players/k/kottmha01.html,77304
/players/k/keeliha01.html,77233
/players/f/foxha01.html,76746
/players/p/pressha01.html,77881
/players/w/willifr02.html,2421
/players/r/russefr01.html,78046
/players/k/kudelfr01.html,77319
/players/k/kaminfr01.html,1626163
/players/k/kornefr01.html,77301
/players/s/schadfr01.html,78069
/players/m/masonfr01.html,1628412
/players/n/ntilila01.html,1628373
/players/b/brianfr01.html,76250
/players/r/reddofr01.html,77925
/players/r/ramsefr01.html,77907
/players/r/radovfr01.html,77899
/players/f/fucarfr01.html,76762
/players/o/oleynfr01.html,77759
/players/g/gatesfr01.html,76794
/players/m/mangifr01.html,77453
/players/k/kendrfr01.html,77242
/players/s/saulpe01.html,78063
/players/b/brickfr01.html,783
/players/s/selvyfr01.html,78113
/players/s/smithde03.html,1628372
/players/h/hamilde01.html,76926
/players/h/hornede01.html,202862
/players/h/hopsode01.html,77054
/players/b/bellde01.html,76142
/players/b/boydde01.html,76221
/players/l/laytomo01.html,77350
/players/n/nuttde01.html,77738
/players/a/awtrede01.html,76078
/players/d/duvalde01.html,76623
/players/s/stewade01.html,78253
/players/s/scottde01.html,192
/players/s/schrode01.html,203471
/players/r/rodmade01.html,23
/players/w/willier01.html,677
/players/p/piatker01.html,15
/players/g/gordoer01.html,201569
/players/m/mikaer01.html,1628450
/players/f/fernser01.html,76707
/players/s/snower01.html,727
/players/w/washier01.html,1540
/players/m/moneyer01.html,77627
/players/l/leckner01.html,287
/players/m/mcwiler01.html,77567
/players/w/whiteer01.html,78507
/players/m/mobleer01.html,211
/players/m/murdoer01.html,785
/players/b/bledser01.html,202339
/players/m/montrer01.html,376
/players/m/moreler01.html,203961
/players/m/marshri01.html,77465
/players/p/pascher01.html,1629672
/players/m/maynoer01.html,201953
/players/a/anderer01.html,944
/players/r/rileyer01.html,35
/players/d/dawsoer01.html,201286
/players/r/robinja02.html,381
/players/d/davisre01.html,76524
/players/c/collija01.html,1530
/players/j/jonesja02.html,2592
/players/y/youngja01.html,203923
/players/a/anderja01.html,202341
/players/w/webbja01.html,1627821
/players/e/edwarja01.html,229
/players/p/poseyja01.html,1899
/players/w/whiteja02.html,200778
/players/s/silasja01.html,78150
/players/s/scottja01.html,1109
/players/m/mcadoja01.html,203949
/players/b/baileja01.html,76085
/players/o/owensre01.html,77783
/players/w/wilkeja02.html,78533
/players/s/southja01.html,203480
/players/l/langja01.html,2591
/players/b/blackja01.html,1806
/players/w/wisemja01.html,1630164
/players/h/hardyja01.html,76948
/players/d/donalja01.html,76583
/players/h/hardeja01.html,201935
/players/w/worthja01.html,1460
/players/c/cottoja02.html,1526
/players/t/thomaja02.html,2839
/players/s/singlja01.html,101189
/players/e/ennisja01.html,203516
/players/n/nunnaja01.html,203263
/players/a/augusja01.html,200788
/players/d/davisan02.html,203076
/players/a/aventan01.html,138
/players/g/grundan01.html,101219
/players/b/bonnean01.html,41
/players/p/pullaan01.html,77890
/players/j/jonesan01.html,77173
/players/t/tayloan01.html,78295
/players/b/bowiean01.html,194
/players/b/bennean01.html,203461
/players/p/parkean01.html,1515
/players/g/goldwan01.html,924
/players/m/millean01.html,292
/players/c/cookan01.html,76433
/players/m/morroan01.html,201627
/players/m/masonan01.html,193
/players/e/edwaran01.html,1630162
/players/b/brownan02.html,1626148
/players/p/peelean01.html,324
/players/r/roberan01.html,77975
/players/g/gillan01.html,1630264
/players/r/randoan01.html,201576
/players/t/tollian01.html,201229
/players/r/roberan02.html,101194
/players/t/tuckean01.html,141
/players/f/fredean01.html,76752
/players/c/cartean01.html,1853
/players/s/smithjo02.html,693
/players/y/youngjo01.html,1626202
/players/e/ellisjo01.html,76661
/players/b/buckhjo01.html,76293
/players/c/chealjo01.html,1629147
/players/a/arlaujo01.html,76057
/players/s/stephjo01.html,1086
/players/b/bryanjo01.html,76290
/players/c/colonjo01.html,76422
/players/k/kennejo01.html,77244
/players/h/hollajo01.html,77041
/players/h/holupjo01.html,77049
/players/w/wolfjo01.html,341
/players/c/caldwjo01.html,76329
/players/c/courtjo01.html,1432
/players/k/kopicjo01.html,77300
/players/t/thomajo01.html,78321
/players/c/crispjo01.html,2343
/players/f/fabeljo01.html,76690
/players/a/alexajo01.html,201570
/players/r/roberjo01.html,77977
/players/f/fulksjo01.html,76764
/players/g/grabojo01.html,76838
/players/s/strawjo01.html,78268
/players/d/dumarjo01.html,247
/players/r/ruklijo01.html,78040
/players/d/dolhojo01.html,76581
/players/c/crawfjo01.html,201621
/players/h/harrijo01.html,203925
/players/m/mullajo01.html,77659
/players/s/smythjo01.html,78212
/players/m/mcnamjo01.html,77559
/players/c/coopejo01.html,76443
/players/c/carrojo01.html,76353
/players/b/bradljo01.html,76232
/players/b/biniojo01.html,76167
/players/k/kleinjo01.html,170
/players/r/reavejo01.html,77923
/players/m/meriwjo01.html,77582
/players/i/inglejo01.html,204060
/players/h/huttojo01.html,77090
/players/c/cookejo01.html,76440
/players/p/pacejo01.html,77788
/players/m/matthwe02.html,202083
/players/p/persowe01.html,445
/players/c/coxwe01.html,76465
/players/w/willijo02.html,78554
/players/g/gianejo01.html,76806
/players/m/millsjo01.html,77606
/players/t/trappjo01.html,78367
/players/b/briskjo01.html,76256
/players/l/lucasjo01.html,77419
/players/c/coxch01.html,76463
/players/l/laskojo01.html,77341
/players/j/jenkijo01.html,203098
/players/d/dilloho01.html,76571
/players/a/abramjo01.html,76007
/players/g/greigjo01.html,76885
/players/r/ruddjo01.html,78036
/players/p/palmebu01.html,77793
/players/o/olivejo01.html,77760
/players/t/thomajo02.html,1519
/players/s/salmojo01.html,2422
/players/w/wetzejo01.html,78501
/players/g/garrijo01.html,76791
/players/r/rochejo01.html,78000
/players/b/blockjo01.html,76187
/players/m/mcculjo01.html,77520
/players/h/hazenjo01.html,76982
/players/p/pilchjo01.html,77859
/players/r/rudomjo01.html,78037
/players/h/hargijo01.html,76949
/players/b/barnhjo01.html,76108
/players/d/dougljo01.html,76589
/players/b/battljo01.html,174
/players/t/tresvjo01.html,78651
/players/w/wallajo01.html,961
/players/t/thompjo01.html,78328
/players/t/turnejo01.html,1819
/players/d/drewjo01.html,76598
/players/c/coughjo01.html,76457
/players/p/paxsojo01.html,77820
/players/h/hollajo02.html,204066
/players/m/mcconjo01.html,77513
/players/n/niemiri01.html,77717
/players/m/mahnkjo01.html,77443
/players/t/tschojo01.html,78370
/players/s/schwejo01.html,78093
/players/j/janisjo01.html,77120
/players/o/oboyljo01.html,77742
/players/c/clemeba01.html,76403
/players/m/murphjo01.html,77671
/players/s/shumajo01.html,78143
/players/p/pinonjo01.html,77861
/players/m/mandijo01.html,77452
/players/d/durenjo01.html,76619
/players/a/austijo01.html,76073
/players/s/starkjo01.html,317
/players/b/brownjo01.html,76276
/players/a/arthujo01.html,76065
/players/l/longjo01.html,1381
/players/e/edwarjo01.html,2823
/players/k/kuestjo01.html,77320
/players/b/baglejo01.html,76082
/players/f/faircjo01.html,76691
/players/p/pritcjo01.html,77887
/players/s/sallejo01.html,927
/players/w/windsjo01.html,78591
/players/c/chanejo01.html,76380
/players/b/barrjo01.html,76111
/players/v/vallejo01.html,78397
/players/c/cokerjo01.html,715
/players/r/richtjo01.html,77954
/players/r/rennijo01.html,77941
/players/s/shaskjo01.html,1117
/players/w/willijo01.html,78575
/players/m/mortojo01.html,1972
/players/h/havlijo01.html,76970
/players/b/barbejo01.html,76096
/players/s/stroujo01.html,78274
/players/k/konchjo01.html,1629723
/players/a/amaecjo01.html,680
/players/c/collijo01.html,1628381
/players/l/lucasjo02.html,101249
/players/s/stroejo01.html,78271
/players/m/mengejo01.html,77580
/players/l/lambejo01.html,77331
/players/s/stockjo01.html,304
/players/c/crottjo01.html,180
/players/w/walljo01.html,202322
/players/c/celesjo01.html,1911
/players/h/hensojo01.html,203089
/players/h/hummejo01.html,77080
/players/f/ferriar01.html,76711
/players/r/risenar01.html,77967
/players/g/grahaor01.html,76841
/players/w/woolror01.html,78615
/players/r/rottnmi01.html,78024
/players/d/dillami01.html,76569
/players/r/robined01.html,1944
/players/j/jonesed02.html,224
/players/m/milleed01.html,77599
/players/h/hugheed01.html,77077
/players/e/ehlerbu01.html,76649
/players/h/houseed01.html,2067
/players/m/masted01.html,77483
/players/p/philled01.html,77854
/players/j/jordaed01.html,77205
/players/o/owensed01.html,77782
/players/g/gilled01.html,2109
/players/m/milesed01.html,77596
/players/g/griffed01.html,2204
/players/b/basdeed01.html,101188
/players/j/johnsne01.html,77169
/players/d/davisra01.html,76532
/players/k/kaplora01.html,77221
/players/p/polsora01.html,77868
/players/s/siewera01.html,78148
/players/s/simpsra01.html,78157
/players/j/jacksra01.html,77107
/players/o/ogdenra01.html,77748
/players/d/drollra01.html,76604
/players/h/hamilra01.html,76927
/players/b/beardra01.html,76131
/players/l/lewisra01.html,77383
/players/w/wellsra01.html,78489
/players/s/sampsra01.html,78055
/players/b/bradlav01.html,202340
/players/c/coffeam01.html,1629599
/players/a/armstbj01.html,769
/players/t/tylerbj01.html,189
/players/s/spellom01.html,1629016
/players/w/williro01.html,78567
/players/d/davisro01.html,76534
/players/r/rileyro01.html,77964
/players/m/moorero01.html,77637
/players/b/boonero01.html,76204
/players/h/hornro01.html,77058
/players/l/livinro01.html,77392
/players/k/knighro01.html,77288
/players/a/anderro01.html,76046
